target_key,paper_uid,title,doi,arxiv_id,abstract,publication_date,authors,affiliations,source,affiliation_status,compliance_reason,matched_tokens,checked_affiliations,compliance_details,assessed_at,created_at,updated_at,dedup_key,title_fingerprint
student_ef79e7ee80832bf8120f,doi:10.1016/j.cscm.2025.e05402,An explainable ensemble learning framework for flexible pavement roughness prediction under multi-climate stressors,10.1016/j.cscm.2025.e05402,,"The significant impact of climate change on pavement performance has been widely recognized. However, due to the complex interplay of multiple influencing factors, existing evaluation methods still lack high-precision, multi-dimensional predictive tools. To address this deficiency, this study proposes a novel machine learning–based framework for estimating the International Roughness Index (IRI) of pavements. A dataset comprising 1626 samples was constructed using the Long-Term Pavement Performance (LTPP) database, covering eight U.S. states and a broad range of climate zones. The dataset integrates road structure, traffic load, and key climatic variables such as temperature, precipitation, and humidity, ensuring strong regional representativeness. A comparative analysis was conducted across nine commonly used machine learning algorithms. After hyperparameter optimization and cross-validation, the Extreme Gradient Boosting (XGB) model demonstrated the highest predictive accuracy, achieving R² values of 0.9917 and 0.9930 on the training and testing sets, respectively. Furthermore, SHapley Additive exPlanations (SHAP) analysis identified precipitation, humidity, and freeze–thaw cycles as critical climatic drivers. Importantly, although some traffic-related variables showed strong correlations, they were deliberately retained due to their distinct engineering significance, providing a more comprehensive description of traffic-induced deterioration. By combining high predictive performance with explainable ML tools, the proposed framework not only ensures robustness to multicollinearity but also offers mechanistic insights into the progression of pavement roughness under diverse climatic conditions. To enhance practical applicability, a user-friendly graphical user interface (GUI) was developed, enabling rapid and accurate IRI prediction to support pavement maintenance and management decisions. • 1626 LTPP records spanning eight U.S. states and diverse climate zones. • Bayesian-tuned XGBoost achieves R 2 0.993 and RMSE 0.0123 for IRI prediction. • SHAP reveals elevation, precipitation, humidity as key climate drivers of pavement roughness. • User-friendly MATLAB GUI enables instant IRI forecasts for maintenance decisions.",2025-10-11 00:00:00+00,"[""Chuduo Zhang"", ""Jinlong Liu"", ""Junpeng Li"", ""Kuan‐Yu Chen"", ""Lei Xu"", ""Qicheng Xu"", ""Shiqi Wang"", ""Songmei Geng"", ""Yanyan Zhang""]","[""Civil Aviation Flight University of China"", ""Shenyang Jianzhu University"", ""Southeast University"", ""University of Tennessee at Knoxville"", ""Zhejiang University"", ""École Polytechnique Fédérale de Lausanne""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Civil Aviation Flight University of China；Shenyang Jianzhu University；Southeast University；...。,[],"[""Civil Aviation Flight University of China"", ""Shenyang Jianzhu University"", ""Southeast University"", ""University of Tennessee at Knoxville"", ""Zhejiang University"", ""École Polytechnique Fédérale de Lausanne""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Civil Aviation Flight University of China；Shenyang Jianzhu University；Southeast University；...。"", ""generated_at"": ""2026-04-02T14:00:40.129706"", ""matched_tokens"": [], ""checked_affiliations"": [""Civil Aviation Flight University of China"", ""Shenyang Jianzhu University"", ""Southeast University"", ""University of Tennessee at Knoxville"", ""Zhejiang University"", ""École Polytechnique Fédérale de Lausanne""]}",2026-04-02 14:00:40.133272+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1016/j.cscm.2025.e05402,25479574ab1bcf49bef7
student_fe7a86d098b1d3bd5994,doi:10.1007/s11265-023-01891-7,Speech Enhancement Algorithm Combining Cochlear Features and Deep Neural Network with Skip Connections,10.1007/s11265-023-01891-7,,,2023-08-01 00:00:00+00,"[""Chaofeng Lan"", ""Chundong Liu"", ""Lei Zhang"", ""Xiaoxia Guo"", ""Yuqiao Wang"", ""Zelong Yu""]","[""Harbin University of Science and Technology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Harbin University of Science and Technology。,[],"[""Harbin University of Science and Technology""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Harbin University of Science and Technology。"", ""generated_at"": ""2026-04-02T14:00:40.115851"", ""matched_tokens"": [], ""checked_affiliations"": [""Harbin University of Science and Technology""]}",2026-04-02 14:00:40.119206+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1007/s11265-023-01891-7,3cca0fa694d0ae6410c1
student_c32e143c2e5864eb1664,doi:10.1016/j.applthermaleng.2025.127264,Optimization and sensitivity analysis of heat transport enhancement in Rayleigh–Bénard convection using machine learning control,10.1016/j.applthermaleng.2025.127264,,,2025-06-19 00:00:00+00,"[""Bingfu Zhang"", ""Feng Guo"", ""Mei Yu"", ""Suet To"", ""Zhengyang Xie""]","[""China National Offshore Oil Corporation (China)"", ""Harbin Institute of Technology"", ""Hong Kong Polytechnic University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：China National Offshore Oil Corporation (China)；Harbin Institute of Technology；Hong Kong Polytechnic University。,[],"[""China National Offshore Oil Corporation (China)"", ""Harbin Institute of Technology"", ""Hong Kong Polytechnic University""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：China National Offshore Oil Corporation (China)；Harbin Institute of Technology；Hong Kong Polytechnic University。"", ""generated_at"": ""2026-04-02T14:00:40.160199"", ""matched_tokens"": [], ""checked_affiliations"": [""China National Offshore Oil Corporation (China)"", ""Harbin Institute of Technology"", ""Hong Kong Polytechnic University""]}",2026-04-02 14:00:40.162849+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1016/j.applthermaleng.2025.127264,9b76a1092668cc8a61a8
student_4799219dbb1466e8c86e,doi:10.1103/469v-zbdd,Deep learning for jet modification in the presence of the quark gluon plasma background,10.1103/469v-zbdd,,"Jet interactions with the color-deconfined quantum chromodynamics medium in relativistic heavy-ion collisions are conventionally assessed by measuring the modification of the distributions of jet observables with respect to their baselines in proton-proton collisions. Deep learning methods enable per-jet evaluation of these modifications, enhancing the use of jets as precision probes of the nuclear medium. In this work, we predict the jet-by-jet fractional energy loss <a:math xmlns:a=""http://www.w3.org/1998/Math/MathML""> <a:mi>χ</a:mi> </a:math> for jets evolving through a quark-gluon plasma (QGP) medium using a linear Boltzmann transport model. To approximate realistic experimental conditions, we embed medium-modified jets in a thermal background and apply constituent subtraction for background removal. Two network architectures are studied: convolutional neural networks (CNNs) using jet images, and dynamic graph convolutional neural networks (DGCNNs) using particle clouds. We find that CNNs achieve accurate predictions for background-free jets but degrade in the presence of the QGP background and remain below the background-free baseline even after background subtraction. In contrast, DGCNNs applied to background-subtracted particle clouds maintain high accuracy across the entire <b:math xmlns:b=""http://www.w3.org/1998/Math/MathML""> <b:mi>χ</b:mi> </b:math> range, demonstrating the advantage of point-cloud–based graph neural networks that exploit full jet structure under realistic conditions.",2026-01-29 00:00:00+00,"[""Anonymous"", ""Yi Chen"", ""Yi-Lun Du""]","[""Shandong Institute of Advanced Technology"", ""Shandong University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Shandong Institute of Advanced Technology；Shandong University。,[],"[""Shandong Institute of Advanced Technology"", ""Shandong University""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Shandong Institute of Advanced Technology；Shandong University。"", ""generated_at"": ""2026-04-02T14:00:40.167459"", ""matched_tokens"": [], ""checked_affiliations"": [""Shandong Institute of Advanced Technology"", ""Shandong University""]}",2026-04-02 14:00:40.167904+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1103/469v-zbdd,92fc435afb3b949a5b73
student_0e2bcdb4f0b308062110,doi:10.3847/1538-3881/ae1616,The Next Generation Virgo Cluster Survey (NGVS). XL. The Morphological Classification of Virgo Cluster Galaxies,10.3847/1538-3881/ae1616,,"Abstract We present a study of morphologies, based on deep <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:msup> <mml:mrow> <mml:mi>u</mml:mi> </mml:mrow> <mml:mrow> <mml:mo>*</mml:mo> </mml:mrow> </mml:msup> <mml:mi>g</mml:mi> <mml:mo accent=""false"">′</mml:mo> <mml:mi>i</mml:mi> <mml:mo accent=""false"">′</mml:mo> <mml:mi>z</mml:mi> <mml:mo accent=""false"">′</mml:mo> </mml:math> imaging of the Virgo Cluster from the Next Generation Virgo Cluster Survey, for 3689 Virgo cluster members spanning a mass range of ∼10 11 –10 5 M ⊙ . Our analysis introduces a new, two-component visual classification scheme developed to capture the morphological diversity of galaxies over more than 6 orders of magnitude in stellar mass. Our morphological classifications use two parameters to describe the global structure and star formation activity of each galaxy. Structural subcodes denote features such as spiral arms, bars, disks, shells, and streams, while star formation subcodes indicate the form and location of the current star formation activity (e.g., in cores, clumps, filaments). These visual classifications rely on deep <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:msup> <mml:mrow> <mml:mi>g</mml:mi> </mml:mrow> <mml:mrow> <mml:mo accent=""true"">′</mml:mo> </mml:mrow> </mml:msup> </mml:math> -band images, supplemented by <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" overflow=""scroll""> <mml:msup> <mml:mrow> <mml:mi>u</mml:mi> </mml:mrow> <mml:mrow> <mml:mo>*</mml:mo> </mml:mrow> </mml:msup> <mml:mi>g</mml:mi> <mml:mo accent=""false"">′</mml:mo> <mml:mi>i</mml:mi> <mml:mo accent=""false"">′</mml:mo> </mml:math> ­ color images, as well as unsharp-masked images for a subset of objects. We compare our classifications to previous results for bright member galaxies that used more established schemes, finding good agreement. We also measure quantitative classification statistics (e.g., CASGM 20 ) for a subset of the brighter galaxies, and present catalogs for some galaxy types of special interest, including structurally compact galaxies, ultradiffuse galaxies, candidate ultracompact dwarf transition objects, as well as candidate postmerger systems. These morphological classifications may be useful as a training set in the application of machine learning tools to the next generation of wide-field imaging surveys.",2025-12-01 00:00:00+00,"[""A. Lançon"", ""Chelsea Spengler"", ""Chengze Liu"", ""Elisa Toloba"", ""Eric W. Peng"", ""J. Christopher Mihos"", ""Joel Roediger"", ""John P. Blakeslee"", ""Kaixiang Wang"", ""Laura Ferrarese"", ""Lauren A. MacArthur"", ""Matthew A. Taylor"", ""Max Kurzner"", ""Patrick Côté"", ""Patrick R. Durrell"", ""Puragra Guhathakurta"", ""Rubén Sánchez-Janssen"", ""Scott Wilkinson"", ""Solveig Thompson"", ""Sungsoon Lim"", ""Toby Brown"", ""Tyrone E. Woods""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.169137"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.175689+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.3847/1538-3881/ae1616,41752964a4588dccfe9e
student_616f4aee0af0e55a16f5,doi:10.52202/079017-3952,Scaling Proprioceptive-Visual Learning with Heterogeneous Pre-trained Transformers,10.52202/079017-3952,,,2024-01-01 00:00:00+00,"[""Jialiang Zhao"", ""Kaiming He"", ""Lirui Wang"", ""Xinlei Chen""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.099578"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.103803+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.52202/079017-3952,7a3138512c908ad52dc1
student_e17b33e82ba9fad77714,doi:10.2196/preprints.64392,Use large language models (LLMs) tools for supporting qualitative research: A phenomenological study of Chinese clinical researchers’ experiences and perceptions (Preprint),10.2196/preprints.64392,,"<sec> <title>BACKGROUND</title> The integration of large language models (LLMs) into qualitative research has shown promise in enhancing analytical depth and efficiency. However, there remains a substantial gap in empirical evidence regarding how clinical researchers, particularly in China, utilize these technologies in real-world settings. </sec> <sec> <title>OBJECTIVE</title> This study aimed to explore the firsthand experiences, perceptions, and challenges of Chinese clinical researchers using LLMs in qualitative research, identify significant ethical dilemmas and practical issues, and inform future research, policy-making, and educational initiatives. </sec> <sec> <title>METHODS</title> We conducted a qualitative phenomenological study using semi-structured interviews with researchers from two major tertiary hospitals in Southwest China. Ten Participants were interviewed to solicit their experiences and perceptions regarding using various LLM tools in qualitative research. Colaizzi’s analytic method was employed for thematic analysis of the interview transcripts. </sec> <sec> <title>RESULTS</title> The study identified three key themes: (1) LLMs were extensively used across different stages of research, particularly in manuscript writing, data analysis, and interpretation of results; 2) Researchers experience an emotional transition from initial excitement to a more critical appreciation of the strengths and limitations of LLMs, leading to a more rational understanding of AI’s role and application in research; 3) Ethical concerns and the need for skill development in effectively using AI tools are prominent, calling for specialized training. </sec> <sec> <title>CONCLUSIONS</title> LLM tools are pivotal assets in supporting qualitative research among Chinese clinical researchers, offering significant advantages in handling complex data and improving research efficiency. However, the integration of these tools into clinical research practices also raises important ethical questions and necessitates a comprehensive approach to training. Guidelines and educational programs are needed to enhance the ethical and effective use of AI in research to ensure these technologies augment rather than compromise the integrity of scientific research. </sec>",2024-07-16 00:00:00+00,"[""J S Zhang"", ""Jingwen He"", ""Kaixuan Yang"", ""Xiaolin Hu"", ""Yan Zuo"", ""Yongchao Jin"", ""Zhilan Bai""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.185031"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.187492+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.2196/preprints.64392,c66ab0877dc7d1c5eeb9
student_ab1b2d1560f306ca2803,doi:10.1109/icosse65712.2025.00022,LERE: A Method Based on LLMS and Enhanced Ears in Requirements Engineering,10.1109/icosse65712.2025.00022,,"Normalized requirements permeate the entire requirements engineering and serve as a crucial foundation for the project. To improve the accuracy of requirements normalization in Chinese, in this study, we propose a method: LERE, which is based on LLMs and an enhanced EARS paradigm. The enhanced EARS is an optimized version of the original English EARS, incorporating elements from Chinese linguistic structures. This method employs a two-step processing prompt, with each step utilizing the enhanced EARS to perform structural element analysis on the input. The first step involves preprocessing the input, while the second step normalizes the output from the preprocessing stage by refining its syntactic structure and semantic expression. We have constructed a dataset consisting of 138 Chinese requirements, categorized into eight types of errors. The dataset and prompts have been made publicly available. Testing results on this dataset using Qwen2.5 and ChatGPT-4o show that the performance of LERE improved by approximately <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$\mathbf{2 0 \%}$</tex> compared to baseline.",2025-04-04 00:00:00+00,"[""Chunmiao Zheng"", ""Han Han"", ""Jianhua He"", ""Kai Chen""]","[""Shanghai Jiao Tong University"", ""University of Essex""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Shanghai Jiao Tong University；University of Essex。,[],"[""Shanghai Jiao Tong University"", ""University of Essex""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Shanghai Jiao Tong University；University of Essex。"", ""generated_at"": ""2026-04-02T14:00:40.192407"", ""matched_tokens"": [], ""checked_affiliations"": [""Shanghai Jiao Tong University"", ""University of Essex""]}",2026-04-02 14:00:40.192845+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1109/icosse65712.2025.00022,b1a04f8c663d5d4068de
student_5f818c3b7469a4a6d2c0,doi:10.1007/978-981-95-4158-4_9,An Evaluation Framework for Long-Tail Senses in Large Language Models and Word Sense Disambiguation,10.1007/978-981-95-4158-4_9,,,2026-01-01 00:00:00+00,"[""Junwei Zhang"", ""Pengju Yan"", ""Tao Huang"", ""Tianheng Wang"", ""Xiaolin Li"", ""Yupeng Zhang""]","[""Zhejiang Lab""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Zhejiang Lab。,[],"[""Zhejiang Lab""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Zhejiang Lab。"", ""generated_at"": ""2026-04-02T14:00:40.157628"", ""matched_tokens"": [], ""checked_affiliations"": [""Zhejiang Lab""]}",2026-04-02 14:00:40.15782+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1007/978-981-95-4158-4_9,459ece13139322f513e9
student_41bab48dd0265b7bb572,doi:10.1186/s12302-025-01071-3,Impact of phthalate exposure and blood lipids on breast cancer risk: machine learning prediction,10.1186/s12302-025-01071-3,,"Phthalates exposure and its potential link to cancer are increasingly drawing public attention, which are found in products frequently used by women, including plastic food packaging and cosmetics. Given the lack of consensus from existing studies on the association of phthalate exposure with breast cancer, conducting large-scale, well-designed epidemiological studies is crucial for clarifying this potential risk. Utilizing data from the National Health and Nutrition Examination Survey (NHANES), this study assessed the correlation between exposure to phthalates and the risk of breast cancer. The analysis included ten phthalate compounds selected based on their prevalence and potential health impact. Multiple logistic regression was used to examine the correlation between phthalate exposure or other risk factors and breast cancer. Furthermore, machine learning-based predictive models were constructed to evaluate the significance of different variables. In the multivariate logistic regression analysis, four types of phthalates including MEP, DEHP, MEHHP, and MEOHP were identified as risk factors of breast cancer. In addition, MIBP, MINP, MEHP were also recognized as risk factors after adjusting for age. Conversely, MNBP and MCPP exhibited protective effects against breast cancer. Notably, MIBP demonstrated the most significant predictive power in machine learning models. The predictive model’s accuracy, as indicated by the area under the ROC curve, was 87.1%. Furthermore, survival analysis indicated that breast cancer patients with higher levels of phthalate exposure experienced significantly poorer survival outcomes than those with lower exposure levels. Intriguingly, subgroup analysis revealed a significant inverse association between phthalate exposure and breast cancer risk, particularly among individuals with elevated blood lipid levels. The study revealed that exposure to specific phthalates was significantly associated with an elevated risk of breast cancer. Conversely, a higher concentration of blood lipids appeared to be negatively correlated with this risk.",2025-03-09 00:00:00+00,"[""Chaofan Li"", ""Chong Du"", ""Cong Feng"", ""Huizi Wu"", ""Kunze Li"", ""Peizhuo Yao"", ""Shuqun Zhang"", ""Weiwei Wang"", ""Xinyu Wei"", ""Xuan Liu"", ""Xuanyu Liu"", ""Yanbin Liu"", ""Yifan Cai"", ""Yiwei Jia"", ""Yu Zhang""]","[""Northwestern Polytechnical University"", ""Second Affiliated Hospital of Xi'an Jiaotong University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Northwestern Polytechnical University；Second Affiliated Hospital of Xi'an Jiaotong University。,[],"[""Northwestern Polytechnical University"", ""Second Affiliated Hospital of Xi'an Jiaotong University""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Northwestern Polytechnical University；Second Affiliated Hospital of Xi'an Jiaotong University。"", ""generated_at"": ""2026-04-02T14:00:40.285017"", ""matched_tokens"": [], ""checked_affiliations"": [""Northwestern Polytechnical University"", ""Second Affiliated Hospital of Xi'an Jiaotong University""]}",2026-04-02 14:00:40.288244+00,2026-04-02 14:00:40.274981+00,2026-04-02 14:00:40.274981+00,doi:10.1186/s12302-025-01071-3,7ddf7a05aecaae8691e5
student_c32e143c2e5864eb1664,doi:10.48550/arxiv.2510.08316,Unlocking 3D Affordance Segmentation with 2D Semantic Knowledge,10.48550/arxiv.2510.08316,,"Affordance segmentation aims to decompose 3D objects into parts that serve distinct functional roles, enabling models to reason about object interactions rather than mere recognition. Existing methods, mostly following the paradigm of 3D semantic segmentation or prompt-based frameworks, struggle when geometric cues are weak or ambiguous, as sparse point clouds provide limited functional information. To overcome this limitation, we leverage the rich semantic knowledge embedded in large-scale 2D Vision Foundation Models (VFMs) to guide 3D representation learning through a cross-modal alignment mechanism. Specifically, we propose Cross-Modal Affinity Transfer (CMAT), a pretraining strategy that compels the 3D encoder to align with the semantic structures induced by lifted 2D features. CMAT is driven by a core affinity alignment objective, supported by two auxiliary losses, geometric reconstruction and feature diversity, which together encourage structured and discriminative feature learning. Built upon the CMAT-pretrained backbone, we employ a lightweight affordance segmentor that injects text or visual prompts into the learned 3D space through an efficient cross-attention interface, enabling dense and prompt-aware affordance prediction while preserving the semantic organization established during pretraining. Extensive experiments demonstrate consistent improvements over previous state-of-the-art methods in both accuracy and efficiency.",2025-10-09 00:00:00+00,"[""Changsong Wen"", ""Weifeng Shen"", ""Xiaokang Yang"", ""Yu Huang"", ""Zelin Peng""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.160201"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.163546+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.48550/arxiv.2510.08316,9ec63386b7001322912e
